Sort,Colony,Count_type,Height_m,Counter,Count,percent_Input,Notes
636,2,Auto,90,Computer,504,6,
637,2,Auto,90,Computer,508,7,
638,2,Auto,90,Computer,504,8,
639,2,Auto,90,Computer,500,9,
640,2,Auto,90,Computer,498,10,
641,2,Auto,90,Computer,502,11,
642,2,Auto,90,Computer,504,12,
643,2,Auto,90,Computer,494,13,
644,2,Auto,90,Computer,484,14,
645,2,Auto,90,Computer,497,15,
646,2,Auto,90,Computer,492,16,
647,2,Auto,90,Computer,489,17,
648,2,Auto,90,Computer,482,18,
649,2,Auto,90,Computer,476,19,
650,2,Auto,90,Computer,486,20,
651,2,Auto,90,Computer,490,21,
652,2,Auto,90,Computer,485,22,
653,2,Auto,90,Computer,482,23,
654,2,Auto,90,Computer,488,24,
655,2,Auto,90,Computer,493,25,
656,2,Auto,90,Computer,488,26,
657,2,Auto,90,Computer,478,27,
658,2,Auto,90,Computer,485,28,
659,2,Auto,90,Computer,488,29,
660,2,Auto,90,Computer,488,30,
661,3,Auto,90,Computer,577,1,
662,3,Auto,90,Computer,583,2,
663,3,Auto,90,Computer,566,3,
664,3,Auto,90,Computer,577,4,
665,3,Auto,90,Computer,582,5,
666,3,Auto,90,Computer,568,6,
667,3,Auto,90,Computer,588,7,
668,3,Auto,90,Computer,561,8,
669,3,Auto,90,Computer,562,9,
670,3,Auto,90,Computer,554,10,
671,3,Auto,90,Computer,565,11,
672,3,Auto,90,Computer,566,12,
673,3,Auto,90,Computer,560,13,
674,3,Auto,90,Computer,559,14,
675,3,Auto,90,Computer,546,15,
676,3,Auto,90,Computer,557,16,
677,3,Auto,90,Computer,550,17,
678,3,Auto,90,Computer,542,18,
679,3,Auto,90,Computer,551,19,
680,3,Auto,90,Computer,551,20,
681,3,Auto,90,Computer,550,21,
682,3,Auto,90,Computer,553,22,
683,3,Auto,90,Computer,553,23,
684,3,Auto,90,Computer,550,24,
685,3,Auto,90,Computer,552,25,
686,3,Auto,90,Computer,548,26,
687,3,Auto,90,Computer,552,27,
688,3,Auto,90,Computer,553,28,
689,3,Auto,90,Computer,551,29,
690,3,Auto,90,Computer,548,30,
691,4,Auto,90,Computer,641,1,
692,4,Auto,90,Computer,579,2,
693,4,Auto,90,Computer,565,3,
694,4,Auto,90,Computer,527,4,
695,4,Auto,90,Computer,560,5,
696,4,Auto,90,Computer,543,6,
697,4,Auto,90,Computer,540,7,
698,4,Auto,90,Computer,528,8,
699,4,Auto,90,Computer,539,9,
700,4,Auto,90,Computer,523,10,
701,4,Auto,90,Computer,524,11,
702,4,Auto,90,Computer,517,12,
703,4,Auto,90,Computer,510,13,
704,4,Auto,90,Computer,524,14,
705,4,Auto,90,Computer,508,15,
706,4,Auto,90,Computer,504,16,
707,4,Auto,90,Computer,510,17,
708,4,Auto,90,Computer,508,18,
709,4,Auto,90,Computer,504,19,
710,4,Auto,90,Computer,502,20,
711,4,Auto,90,Computer,500,21,
712,4,Auto,90,Computer,505,22,
713,4,Auto,90,Computer,505,23,
714,4,Auto,90,Computer,508,24,
715,4,Auto,90,Computer,507,25,
716,4,Auto,90,Computer,501,26,
717,4,Auto,90,Computer,500,27,
718,4,Auto,90,Computer,500,28,
719,4,Auto,90,Computer,502,29,
720,4,Auto,90,Computer,503,30,
721,5,Auto,90,Computer,1211,1,
722,5,Auto,90,Computer,1155,2,
723,5,Auto,90,Computer,1140,3,
724,5,Auto,90,Computer,1157,4,
725,5,Auto,90,Computer,1108,5,
726,5,Auto,90,Computer,1078,6,
727,5,Auto,90,Computer,1078,7,
728,5,Auto,90,Computer,1088,8,
729,5,Auto,90,Computer,1075,9,
730,5,Auto,90,Computer,1090,10,
731,5,Auto,90,Computer,1078,11,
732,5,Auto,90,Computer,1080,12,
733,5,Auto,90,Computer,1075,13,
734,5,Auto,90,Computer,1070,14,
735,5,Auto,90,Computer,1050,15,
736,5,Auto,90,Computer,1063,16,
737,5,Auto,90,Computer,1053,17,
738,5,Auto,90,Computer,1070,18,
739,5,Auto,90,Computer,1053,19,
740,5,Auto,90,Computer,1053,20,
741,5,Auto,90,Computer,1054,21,
742,5,Auto,90,Computer,1053,22,
743,5,Auto,90,Computer,1056,23,
744,5,Auto,90,Computer,1065,24,
745,5,Auto,90,Computer,1045,25,
746,5,Auto,90,Computer,1044,26,
747,5,Auto,90,Computer,1050,27,
748,5,Auto,90,Computer,1047,28,
749,5,Auto,90,Computer,1050,29,
750,5,Auto,90,Computer,1051,30,
751,6,Auto,90,Computer,867,1,
752,6,Auto,90,Computer,860,2,
753,6,Auto,90,Computer,866,3,
754,6,Auto,90,Computer,859,4,
755,6,Auto,90,Computer,861,5,
756,6,Auto,90,Computer,853,6,
757,6,Auto,90,Computer,858,7,
758,6,Auto,90,Computer,859,8,
759,6,Auto,90,Computer,855,9,
760,6,Auto,90,Computer,858,10,
761,6,Auto,90,Computer,852,11,
762,6,Auto,90,Computer,856,12,
763,6,Auto,90,Computer,855,13,
764,6,Auto,90,Computer,857,14,
765,6,Auto,90,Computer,853,15,
766,6,Auto,90,Computer,852,16,
767,6,Auto,90,Computer,855,17,
768,6,Auto,90,Computer,858,18,
769,6,Auto,90,Computer,852,19,
770,6,Auto,90,Computer,852,20,
771,6,Auto,90,Computer,857,21,
772,6,Auto,90,Computer,858,22,
773,6,Auto,90,Computer,853,23,
774,6,Auto,90,Computer,855,24,
775,6,Auto,90,Computer,854,25,
776,6,Auto,90,Computer,854,26,
777,6,Auto,90,Computer,855,27,
778,6,Auto,90,Computer,855,28,
779,6,Auto,90,Computer,855,29,
780,6,Auto,90,Computer,855,30,
781,7,Auto,90,Computer,863,1,
782,7,Auto,90,Computer,843,2,
783,7,Auto,90,Computer,844,3,
784,7,Auto,90,Computer,844,4,
785,7,Auto,90,Computer,840,5,
786,7,Auto,90,Computer,845,6,
787,7,Auto,90,Computer,842,7,
788,7,Auto,90,Computer,842,8,
789,7,Auto,90,Computer,841,9,
790,7,Auto,90,Computer,845,10,
791,7,Auto,90,Computer,842,11,
792,7,Auto,90,Computer,840,12,
793,7,Auto,90,Computer,844,13,
794,7,Auto,90,Computer,842,14,
795,7,Auto,90,Computer,839,15,
796,7,Auto,90,Computer,843,16,
797,7,Auto,90,Computer,839,17,
798,7,Auto,90,Computer,839,18,
799,7,Auto,90,Computer,839,19,
800,7,Auto,90,Computer,840,20,
801,7,Auto,90,Computer,841,21,
802,7,Auto,90,Computer,842,22,
803,7,Auto,90,Computer,842,23,
804,7,Auto,90,Computer,842,24,
805,7,Auto,90,Computer,842,25,
806,7,Auto,90,Computer,842,26,
807,7,Auto,90,Computer,841,27,
808,7,Auto,90,Computer,839,28,
809,7,Auto,90,Computer,838,29,
810,7,Auto,90,Computer,840,30,
811,8,Auto,90,Computer,810,1,
812,8,Auto,90,Computer,803,2,
813,8,Auto,90,Computer,805,3,
814,8,Auto,90,Computer,784,4,
815,8,Auto,90,Computer,793,5,
816,8,Auto,90,Computer,802,6,
817,8,Auto,90,Computer,796,7,
818,8,Auto,90,Computer,790,8,
819,8,Auto,90,Computer,793,9,
820,8,Auto,90,Computer,794,10,
821,8,Auto,90,Computer,788,11,
822,8,Auto,90,Computer,796,12,
823,8,Auto,90,Computer,790,13,
824,8,Auto,90,Computer,790,14,
825,8,Auto,90,Computer,788,15,
826,8,Auto,90,Computer,794,16,
827,8,Auto,90,Computer,795,17,
828,8,Auto,90,Computer,791,18,
829,8,Auto,90,Computer,794,19,
830,8,Auto,90,Computer,792,20,
831,8,Auto,90,Computer,791,21,
832,8,Auto,90,Computer,794,22,
833,8,Auto,90,Computer,795,23,
834,8,Auto,90,Computer,793,24,
835,8,Auto,90,Computer,794,25,
836,8,Auto,90,Computer,795,26,
837,8,Auto,90,Computer,795,27,
838,8,Auto,90,Computer,794,28,
839,8,Auto,90,Computer,795,29,
840,8,Auto,90,Computer,796,30,
841,9,Auto,90,Computer,969,1,
842,9,Auto,90,Computer,984,2,
843,9,Auto,90,Computer,952,3,
844,9,Auto,90,Computer,929,4,
845,9,Auto,90,Computer,918,5,
846,9,Auto,90,Computer,913,6,
847,9,Auto,90,Computer,908,7,
848,9,Auto,90,Computer,912,8,
849,9,Auto,90,Computer,898,9,
850,9,Auto,90,Computer,904,10,
851,9,Auto,90,Computer,903,11,
852,9,Auto,90,Computer,899,12,
853,9,Auto,90,Computer,901,13,
854,9,Auto,90,Computer,907,14,
855,9,Auto,90,Computer,896,15,
856,9,Auto,90,Computer,893,16,
857,9,Auto,90,Computer,894,17,
858,9,Auto,90,Computer,895,18,
859,9,Auto,90,Computer,896,19,
860,9,Auto,90,Computer,900,20,
861,9,Auto,90,Computer,891,21,
862,9,Auto,90,Computer,898,22,
863,9,Auto,90,Computer,891,23,
864,9,Auto,90,Computer,898,24,
865,9,Auto,90,Computer,899,25,
866,9,Auto,90,Computer,901,26,
867,9,Auto,90,Computer,901,27,
868,9,Auto,90,Computer,901,28,
869,9,Auto,90,Computer,903,29,
870,9,Auto,90,Computer,903,30,
871,10,Auto,90,Computer,571,1,
872,10,Auto,90,Computer,547,2,
873,10,Auto,90,Computer,552,3,
874,10,Auto,90,Computer,555,4,
875,10,Auto,90,Computer,544,5,
876,10,Auto,90,Computer,540,6,
877,10,Auto,90,Computer,539,7,
878,10,Auto,90,Computer,544,8,
879,10,Auto,90,Computer,539,9,
880,10,Auto,90,Computer,542,10,
881,10,Auto,90,Computer,543,11,
882,10,Auto,90,Computer,540,12,
883,10,Auto,90,Computer,544,13,
884,10,Auto,90,Computer,538,14,
885,10,Auto,90,Computer,539,15,
886,10,Auto,90,Computer,535,16,
887,10,Auto,90,Computer,541,17,
888,10,Auto,90,Computer,539,18,
889,10,Auto,90,Computer,538,19,
890,10,Auto,90,Computer,537,20,
891,10,Auto,90,Computer,538,21,
892,10,Auto,90,Computer,539,22,
893,10,Auto,90,Computer,540,23,
894,10,Auto,90,Computer,534,24,
895,10,Auto,90,Computer,534,25,
896,10,Auto,90,Computer,535,26,
897,10,Auto,90,Computer,536,27,
898,10,Auto,90,Computer,535,28,
899,10,Auto,90,Computer,536,29,
900,10,Auto,90,Computer,536,30,
901,1,Auto,120,Computer,630,1,
902,1,Auto,120,Computer,625,2,
903,1,Auto,120,Computer,635,3,
904,1,Auto,120,Computer,631,4,
905,1,Auto,120,Computer,626,5,
906,1,Auto,120,Computer,631,6,
907,1,Auto,120,Computer,627,7,
908,1,Auto,120,Computer,626,8,
909,1,Auto,120,Computer,623,9,
910,1,Auto,120,Computer,613,10,
911,1,Auto,120,Computer,621,11,
912,1,Auto,120,Computer,622,12,
913,1,Auto,120,Computer,619,13,
914,1,Auto,120,Computer,623,14,
915,1,Auto,120,Computer,621,15,
916,1,Auto,120,Computer,623,16,
917,1,Auto,120,Computer,626,17,
918,1,Auto,120,Computer,625,18,
919,1,Auto,120,Computer,625,19,
920,1,Auto,120,Computer,625,20,
921,1,Auto,120,Computer,625,21,
922,1,Auto,120,Computer,625,22,
923,1,Auto,120,Computer,625,23,
924,1,Auto,120,Computer,625,24,
925,1,Auto,120,Computer,621,25,
926,1,Auto,120,Computer,622,26,
927,1,Auto,120,Computer,623,27,
928,1,Auto,120,Computer,624,28,
929,1,Auto,120,Computer,624,29,
930,1,Auto,120,Computer,621,30,
931,2,Auto,120,Computer,523,1,
932,2,Auto,120,Computer,511,2,
933,2,Auto,120,Computer,473,3,
934,2,Auto,120,Computer,503,4,
935,2,Auto,120,Computer,479,5,
936,2,Auto,120,Computer,480,6,
937,2,Auto,120,Computer,466,7,
938,2,Auto,120,Computer,479,8,
939,2,Auto,120,Computer,486,9,
940,2,Auto,120,Computer,472,10,
941,2,Auto,120,Computer,473,11,
942,2,Auto,120,Computer,477,12,
943,2,Auto,120,Computer,473,13,
944,2,Auto,120,Computer,470,14,
945,2,Auto,120,Computer,460,15,
946,2,Auto,120,Computer,470,16,
947,2,Auto,120,Computer,467,17,
948,2,Auto,120,Computer,467,18,
949,2,Auto,120,Computer,463,19,
950,2,Auto,120,Computer,465,20,
951,2,Auto,120,Computer,463,21,
952,2,Auto,120,Computer,467,22,
953,2,Auto,120,Computer,468,23,
954,2,Auto,120,Computer,468,24,
955,2,Auto,120,Computer,467,25,
956,2,Auto,120,Computer,468,26,
957,2,Auto,120,Computer,468,27,
958,2,Auto,120,Computer,468,28,
959,2,Auto,120,Computer,467,29,
960,2,Auto,120,Computer,468,30,
961,3,Auto,120,Computer,633,1,
962,3,Auto,120,Computer,618,2,
963,3,Auto,120,Computer,571,3,
964,3,Auto,120,Computer,580,4,
965,3,Auto,120,Computer,588,5,
966,3,Auto,120,Computer,564,6,
967,3,Auto,120,Computer,562,7,
968,3,Auto,120,Computer,567,8,
969,3,Auto,120,Computer,566,9,
970,3,Auto,120,Computer,562,10,
971,3,Auto,120,Computer,555,11,
972,3,Auto,120,Computer,566,12,
973,3,Auto,120,Computer,558,13,
974,3,Auto,120,Computer,555,14,
975,3,Auto,120,Computer,557,15,
976,3,Auto,120,Computer,554,16,
977,3,Auto,120,Computer,552,17,
978,3,Auto,120,Computer,555,18,
979,3,Auto,120,Computer,554,19,
980,3,Auto,120,Computer,552,20,
981,3,Auto,120,Computer,550,21,
982,3,Auto,120,Computer,551,22,
983,3,Auto,120,Computer,551,23,
984,3,Auto,120,Computer,552,24,
985,3,Auto,120,Computer,553,25,
986,3,Auto,120,Computer,553,26,
987,3,Auto,120,Computer,553,27,
988,3,Auto,120,Computer,553,28,
989,3,Auto,120,Computer,553,29,
990,3,Auto,120,Computer,552,30,
991,4,Auto,120,Computer,563,1,
992,4,Auto,120,Computer,561,2,
993,4,Auto,120,Computer,517,3,
994,4,Auto,120,Computer,544,4,
995,4,Auto,120,Computer,543,5,
996,4,Auto,120,Computer,493,6,
997,4,Auto,120,Computer,501,7,
998,4,Auto,120,Computer,496,8,
999,4,Auto,120,Computer,495,9,
1000,4,Auto,120,Computer,490,10,
1001,4,Auto,120,Computer,509,11,
1002,4,Auto,120,Computer,502,12,
1003,4,Auto,120,Computer,490,13,
1004,4,Auto,120,Computer,498,14,
1005,4,Auto,120,Computer,485,15,
1006,4,Auto,120,Computer,486,16,
1007,4,Auto,120,Computer,483,17,
1008,4,Auto,120,Computer,482,18,
1009,4,Auto,120,Computer,488,19,
1010,4,Auto,120,Computer,481,20,
1011,4,Auto,120,Computer,484,21,
1012,4,Auto,120,Computer,488,22,
1013,4,Auto,120,Computer,485,23,
1014,4,Auto,120,Computer,489,24,
1015,4,Auto,120,Computer,490,25,
1016,4,Auto,120,Computer,497,26,
1017,4,Auto,120,Computer,499,27,
1018,4,Auto,120,Computer,499,28,
1019,4,Auto,120,Computer,499,29,
1020,4,Auto,120,Computer,500,30,
1021,5,Auto,120,Computer,1435,1,
1022,5,Auto,120,Computer,1259,2,
1023,5,Auto,120,Computer,1199,3,
1024,5,Auto,120,Computer,1177,4,
1025,5,Auto,120,Computer,1186,5,
1026,5,Auto,120,Computer,1104,6,
1027,5,Auto,120,Computer,1079,7,
1028,5,Auto,120,Computer,1070,8,
1029,5,Auto,120,Computer,1081,9,
1030,5,Auto,120,Computer,1067,10,
1031,5,Auto,120,Computer,1096,11,
1032,5,Auto,120,Computer,1079,12,
1033,5,Auto,120,Computer,1073,13,
1034,5,Auto,120,Computer,1079,14,
1035,5,Auto,120,Computer,1057,15,
1036,5,Auto,120,Computer,1066,16,
1037,5,Auto,120,Computer,1082,17,
1038,5,Auto,120,Computer,1065,18,
1039,5,Auto,120,Computer,1075,19,
1040,5,Auto,120,Computer,1063,20,
1041,5,Auto,120,Computer,1073,21,
1042,5,Auto,120,Computer,1074,22,
1043,5,Auto,120,Computer,1072,23,
1044,5,Auto,120,Computer,1066,24,
1045,5,Auto,120,Computer,1073,25,
1046,5,Auto,120,Computer,1077,26,
1047,5,Auto,120,Computer,1070,27,
1048,5,Auto,120,Computer,1068,28,
1049,5,Auto,120,Computer,1069,29,
1050,5,Auto,120,Computer,1064,30,
1051,6,Auto,120,Computer,862,1,
1052,6,Auto,120,Computer,868,2,
1053,6,Auto,120,Computer,869,3,
1054,6,Auto,120,Computer,873,4,
1055,6,Auto,120,Computer,856,5,
1056,6,Auto,120,Computer,861,6,
1057,6,Auto,120,Computer,862,7,
1058,6,Auto,120,Computer,855,8,
1059,6,Auto,120,Computer,861,9,
1060,6,Auto,120,Computer,857,10,
1061,6,Auto,120,Computer,855,11,
1062,6,Auto,120,Computer,853,12,
1063,6,Auto,120,Computer,855,13,
1064,6,Auto,120,Computer,851,14,
1065,6,Auto,120,Computer,853,15,
1066,6,Auto,120,Computer,854,16,
1067,6,Auto,120,Computer,856,17,
1068,6,Auto,120,Computer,857,18,
1069,6,Auto,120,Computer,851,19,
1070,6,Auto,120,Computer,853,20,
1071,6,Auto,120,Computer,854,21,
1072,6,Auto,120,Computer,854,22,
1073,6,Auto,120,Computer,856,23,
1074,6,Auto,120,Computer,855,24,
1075,6,Auto,120,Computer,853,25,
1076,6,Auto,120,Computer,854,26,
1077,6,Auto,120,Computer,854,27,
1078,6,Auto,120,Computer,853,28,
1079,6,Auto,120,Computer,855,29,
1080,6,Auto,120,Computer,856,30,
1081,7,Auto,120,Computer,829,1,
1082,7,Auto,120,Computer,859,2,
1083,7,Auto,120,Computer,850,3,
1084,7,Auto,120,Computer,875,4,
1085,7,Auto,120,Computer,879,5,
1086,7,Auto,120,Computer,859,6,
1087,7,Auto,120,Computer,867,7,
1088,7,Auto,120,Computer,866,8,
1089,7,Auto,120,Computer,880,9,
1090,7,Auto,120,Computer,855,10,
1091,7,Auto,120,Computer,850,11,
1092,7,Auto,120,Computer,863,12,
1093,7,Auto,120,Computer,865,13,
1094,7,Auto,120,Computer,870,14,
1095,7,Auto,120,Computer,878,15,
1096,7,Auto,120,Computer,875,16,
1097,7,Auto,120,Computer,881,17,
1098,7,Auto,120,Computer,881,18,
1099,7,Auto,120,Computer,883,19,
1100,7,Auto,120,Computer,880,20,
1101,7,Auto,120,Computer,881,21,
1102,7,Auto,120,Computer,875,22,
1103,7,Auto,120,Computer,874,23,
1104,7,Auto,120,Computer,881,24,
1105,7,Auto,120,Computer,879,25,
1106,7,Auto,120,Computer,875,26,
1107,7,Auto,120,Computer,870,27,
1108,7,Auto,120,Computer,871,28,
1109,7,Auto,120,Computer,874,29,
1110,7,Auto,120,Computer,874,30,
1111,8,Auto,120,Computer,1043,1,
1112,8,Auto,120,Computer,826,2,
1113,8,Auto,120,Computer,751,3,
1114,8,Auto,120,Computer,844,4,
1115,8,Auto,120,Computer,806,5,
1116,8,Auto,120,Computer,713,6,
1117,8,Auto,120,Computer,735,7,
1118,8,Auto,120,Computer,728,8,
1119,8,Auto,120,Computer,738,9,
1120,8,Auto,120,Computer,717,10,
1121,8,Auto,120,Computer,726,11,
1122,8,Auto,120,Computer,711,12,
1123,8,Auto,120,Computer,728,13,
1124,8,Auto,120,Computer,730,14,
1125,8,Auto,120,Computer,731,15,
1126,8,Auto,120,Computer,719,16,
1127,8,Auto,120,Computer,720,17,
1128,8,Auto,120,Computer,719,18,
1129,8,Auto,120,Computer,710,19,
1130,8,Auto,120,Computer,732,20,
1131,8,Auto,120,Computer,711,21,
1132,8,Auto,120,Computer,707,22,
1133,8,Auto,120,Computer,709,23,
1134,8,Auto,120,Computer,714,24,
1135,8,Auto,120,Computer,716,25,
1136,8,Auto,120,Computer,716,26,
1137,8,Auto,120,Computer,705,27,
1138,8,Auto,120,Computer,724,28,
1139,8,Auto,120,Computer,712,29,
1140,8,Auto,120,Computer,719,30,
1141,9,Auto,120,Computer,919,1,
1142,9,Auto,120,Computer,935,2,
1143,9,Auto,120,Computer,844,3,
1144,9,Auto,120,Computer,844,4,
1145,9,Auto,120,Computer,837,5,
1146,9,Auto,120,Computer,843,6,
1147,9,Auto,120,Computer,867,7,
1148,9,Auto,120,Computer,858,8,
1149,9,Auto,120,Computer,863,9,
1150,9,Auto,120,Computer,849,10,
1151,9,Auto,120,Computer,849,11,
1152,9,Auto,120,Computer,843,12,
1153,9,Auto,120,Computer,837,13,
1154,9,Auto,120,Computer,831,14,
1155,9,Auto,120,Computer,856,15,
1156,9,Auto,120,Computer,844,16,
1157,9,Auto,120,Computer,838,17,
1158,9,Auto,120,Computer,846,18,
1159,9,Auto,120,Computer,832,19,
1160,9,Auto,120,Computer,826,20,
1161,9,Auto,120,Computer,828,21,
1162,9,Auto,120,Computer,833,22,
1163,9,Auto,120,Computer,836,23,
1164,9,Auto,120,Computer,825,24,
1165,9,Auto,120,Computer,818,25,
1166,9,Auto,120,Computer,828,26,
1167,9,Auto,120,Computer,822,27,
1168,9,Auto,120,Computer,825,28,
1169,9,Auto,120,Computer,830,29,
1170,9,Auto,120,Computer,828,30,
1171,10,Auto,120,Computer,486,1,
1172,10,Auto,120,Computer,577,2,
1173,10,Auto,120,Computer,576,3,
1174,10,Auto,120,Computer,628,4,
1175,10,Auto,120,Computer,611,5,
1176,10,Auto,120,Computer,586,6,
1177,10,Auto,120,Computer,587,7,
1178,10,Auto,120,Computer,570,8,
1179,10,Auto,120,Computer,562,9,
1180,10,Auto,120,Computer,577,10,
1181,10,Auto,120,Computer,572,11,
1182,10,Auto,120,Computer,571,12,
1183,10,Auto,120,Computer,547,13,
1184,10,Auto,120,Computer,534,14,
1185,10,Auto,120,Computer,539,15,
1186,10,Auto,120,Computer,543,16,
1187,10,Auto,120,Computer,541,17,
1188,10,Auto,120,Computer,542,18,
1189,10,Auto,120,Computer,535,19,
1190,10,Auto,120,Computer,533,20,
1191,10,Auto,120,Computer,533,21,
1192,10,Auto,120,Computer,534,22,
1193,10,Auto,120,Computer,538,23,
1194,10,Auto,120,Computer,526,24,
1195,10,Auto,120,Computer,528,25,
1196,10,Auto,120,Computer,539,26,
1197,10,Auto,120,Computer,527,27,
1198,10,Auto,120,Computer,546,28,
1199,10,Auto,120,Computer,545,29,
1200,10,Auto,120,Computer,544,30,
