Site	Disturbance_Conversion	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	RR
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.1027
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.3073
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.3494
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.03
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1798
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1567
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.7375
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1056
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1769
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	1.242
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.1068
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.4169
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.3325
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.589
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.7657
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.0017
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1189
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.9084
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	-0.1179
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.2514
60	selectively_logged	0	0	1	0	0	0	0	0	0	0	2.3979
61	selectively_logged	0	0	0	0	0	1	0	0	0	0	-0.5046
61	selectively_logged	0	0	0	0	0	1	0	0	0	0	-0.4568
61	selectively_logged	0	0	0	0	0	0	0	0	1	0	0
61	selectively_logged	0	0	0	0	0	0	0	1	0	0	-0.4613
61	selectively_logged	0	0	0	0	0	0	1	0	0	0	-0.299
61	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.2474
61	selectively_logged	0	0	1	0	0	0	0	0	0	0	0.5605
61	selectively_logged	0	0	1	0	0	0	0	0	0	0	1.1896
62	secondary	0	0	1	0	0	0	0	0	0	0	-0.2697
62	secondary	0	0	1	0	0	0	0	0	0	0	-0.5637
62	secondary	0	0	1	0	0	0	0	0	0	0	-0.1744
63	open	0	0	1	0	0	0	0	0	0	0	-0.9648
63	open	1	0	0	0	0	0	0	0	0	0	-1.6445
63	open	0	0	1	0	0	0	0	0	0	0	-0.5929
63	open	0	0	1	0	0	0	0	0	0	0	-0.0339
63	open	1	0	0	0	0	0	0	0	0	0	-0.5232
63	open	1	0	0	0	0	0	0	0	0	0	-0.1027
63	open	1	0	0	0	0	0	0	0	0	0	-0.0295
63	open	0	0	0	0	0	0	0	1	0	0	-0.14
63	open	0	0	1	0	0	0	0	0	0	0	0.0191
63	open	0	0	1	0	0	0	0	0	0	0	-0.5961
63	open	0	0	1	0	0	0	0	0	0	0	-1.2384
63	open	0	0	1	0	0	0	0	0	0	0	-0.8481
63	open	0	0	1	0	0	0	0	0	0	0	-0.8271
63	open	0	0	1	0	0	0	0	0	0	0	0.4412
63	open	0	0	1	0	0	0	0	0	0	0	3.047
63	open	0	0	1	0	0	0	0	0	0	0	-2.6147
63	open	0	0	1	0	0	0	0	0	0	0	-2.0324
63	open	0	0	1	0	0	0	0	0	0	0	-1.5053
63	open	0	0	1	0	0	0	0	0	0	0	-0.9356
63	open	0	0	1	0	0	0	0	0	0	0	-0.8217
63	open	0	0	1	0	0	0	0	0	0	0	-0.3536
63	open	0	0	1	0	0	0	0	0	0	0	-0.2382
63	open	0	0	1	0	0	0	0	0	0	0	-0.2054
63	open	0	0	1	0	0	0	0	0	0	0	0.5097
63	open	0	0	1	0	0	0	0	0	0	0	-1.163
63	open	0	0	1	0	0	0	0	0	0	0	-0.3028
63	open	0	0	1	0	0	0	0	0	0	0	1.2296
63	open	0	0	1	0	0	0	0	0	0	0	-0.0081
63	open	0	0	1	0	0	0	0	0	0	0	-0.5928
63	open	0	0	1	0	0	0	0	0	0	0	-0.2691
64	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.071
64	selectively_logged	1	0	0	0	0	0	0	0	0	0	0.0033
64	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.0311
64	selectively_logged	0	0	0	0	0	0	1	0	0	0	0.0411
64	selectively_logged	0	0	0	0	0	0	1	0	0	0	-0.2055
64	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.1495
65	open	0	0	1	0	0	0	0	0	0	0	NA
65	open	0	0	1	0	0	0	0	0	0	0	-0.2231
65	open	0	0	1	0	0	0	0	0	0	0	-0.7932
65	open	0	0	1	0	0	0	0	0	0	0	-0.3483
65	open	0	0	1	0	0	0	0	0	0	0	NA
65	open	0	0	1	0	0	0	0	0	0	0	NA
65	open	0	1	0	0	0	0	0	0	0	0	-0.6568
65	open	0	1	0	0	0	0	0	0	0	0	-0.636
65	open	0	1	0	0	0	0	0	0	0	0	0.3034
65	open	0	1	0	0	0	0	0	0	0	0	-0.3054
65	open	0	1	0	0	0	0	0	0	0	0	-0.1243
65	open	0	1	0	0	0	0	0	0	0	0	-0.4661
65	open	0	1	0	0	0	0	0	0	0	0	-0.1252
65	open	0	1	0	0	0	0	0	0	0	0	-0.4463
65	open	0	1	0	0	0	0	0	0	0	0	0.8662
66	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.1778
66	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.4283
66	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.4162
66	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.7147
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.2673
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.4069
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0701
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.1655
67	open	0	1	0	0	0	0	0	0	0	0	-0.4432
67	open	0	1	0	0	0	0	0	0	0	0	-1.1484
67	open	0	1	0	0	0	0	0	0	0	0	-1.5944
67	open	0	1	0	0	0	0	0	0	0	0	0.0243
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0522
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0886
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0171
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.2261
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0362
67	secondary	0	1	0	0	0	0	0	0	0	0	0.0152
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.007
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.1048
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0275
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0067
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0034
67	secondary	0	1	0	0	0	0	0	0	0	0	0.0067
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.7045
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.4207
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0114
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0239
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0484
67	secondary	0	1	0	0	0	0	0	0	0	0	0.0348
67	secondary	0	1	0	0	0	0	0	0	0	0	-1.2993
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.6555
67	secondary	0	1	0	0	0	0	0	0	0	0	-1.442
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.7503
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.0426
67	secondary	0	1	0	0	0	0	0	0	0	0	-1.1958
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.2317
67	secondary	0	1	0	0	0	0	0	0	0	0	-1.1206
67	secondary	0	1	0	0	0	0	0	0	0	0	-0.2076
68	secondary	0	0	1	0	0	0	0	0	0	0	-1.1194
68	open	0	0	1	0	0	0	0	0	0	0	-1.7255
69	secondary	0	0	1	0	0	0	0	0	0	0	-0.2122
69	secondary	0	0	1	0	0	0	0	0	0	0	0.1323
69	secondary	0	0	1	0	0	0	0	0	0	0	-0.4055
69	secondary	0	0	1	0	0	0	0	0	0	0	-0.2315
69	secondary	0	0	1	0	0	0	0	0	0	0	0.0575
69	secondary	0	0	1	0	0	0	0	0	0	0	-0.32
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.0449
70	secondary	0	0	1	0	0	0	0	0	0	0	0.3021
70	secondary	0	0	1	0	0	0	0	0	0	0	0.257
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.2442
70	secondary	0	1	0	0	0	0	0	0	0	0	-1.3218
70	secondary	0	1	0	0	0	0	0	0	0	0	-1.0986
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.5108
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.881
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.3697
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.3216
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.0755
70	secondary	0	1	0	0	0	0	0	0	0	0	-2.3026
70	secondary	0	1	0	0	0	0	0	0	0	0	-1.6094
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.3841
70	secondary	0	1	0	0	0	0	0	0	0	0	-0.6539
70	secondary	1	0	0	0	0	0	0	0	0	0	-2.0614
70	secondary	0	0	0	0	0	1	0	0	0	0	-0.4888
70	secondary	1	0	0	0	0	0	0	0	0	0	-0.3167
70	secondary	0	0	0	0	0	0	0	1	0	0	-0.6061
70	secondary	0	0	0	0	0	0	0	0	1	0	-0.619
70	secondary	0	0	0	0	0	0	1	0	0	0	-0.4463
70	secondary	1	0	0	0	0	0	0	0	0	0	-0.752
70	secondary	0	0	1	0	0	0	0	0	0	0	0.6629
70	secondary	0	0	1	0	0	0	0	0	0	0	0.2889
70	secondary	0	0	1	0	0	0	0	0	0	0	0.0976
70	secondary	0	0	1	0	0	0	0	0	0	0	0.6672
70	secondary	0	0	1	0	0	0	0	0	0	0	0.9163
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.6286
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.7538
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.2231
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.1112
70	secondary	0	0	1	0	0	0	0	0	0	0	-0.0465
71	secondary	1	0	0	0	0	0	0	0	0	0	-0.4425
71	secondary	1	0	0	0	0	0	0	0	0	0	-0.7319
72	secondary	0	0	0	0	0	1	0	0	0	0	-1.5219
72	secondary	0	0	0	0	0	1	0	0	0	0	-1.0684
72	secondary	0	0	0	0	0	1	0	0	0	0	-0.1236
72	secondary	1	0	0	0	0	0	0	0	0	0	0.5476
72	secondary	1	0	0	0	0	0	0	0	0	0	-1.443
72	secondary	0	0	0	0	0	0	0	0	0	1	-1.3643
72	secondary	1	0	0	0	0	0	0	0	0	0	0.449
72	secondary	1	0	0	0	0	0	0	0	0	0	0.2007
72	secondary	1	0	0	0	0	0	0	0	0	0	-0.4618
72	secondary	1	0	0	0	0	0	0	0	0	0	0.1616
72	secondary	1	0	0	0	0	0	0	0	0	0	-1.3269
72	secondary	0	0	0	0	0	0	0	1	0	0	-0.0366
72	secondary	0	0	0	0	0	0	1	0	0	0	-1.3698
72	secondary	1	0	0	0	0	0	0	0	0	0	-1.3197
72	secondary	1	0	0	0	0	0	0	0	0	0	-0.5018
72	secondary	1	0	0	0	0	0	0	0	0	0	0.8582
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-1.0173
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.5447
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.6539
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.9163
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.1375
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.0928
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.189
73	shaded_plantation	0	0	0	0	0	0	1	0	0	0	-0.5949
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	0.0766
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.1142
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	0.1277
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.0554
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.9868
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.1304
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.42
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	NA
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-3.9633
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	NA
73	selectively_logged	0	0	0	0	0	0	0	1	0	0	-0.5203
73	selectively_logged	0	0	0	0	0	1	0	0	0	0	-0.0976
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.2509
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.1691
73	selectively_logged	0	0	0	0	0	0	1	0	0	0	-0.0854
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.0982
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.1958
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.0085
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.114
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.1443
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.2297
73	selectively_logged	1	0	0	0	0	0	0	0	0	0	-0.2961
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.3725
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.0493
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.4194
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.2262
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.002
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.3374
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.4319
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.7567
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.6605
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.7524
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.5136
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.829
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.7081
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.539
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.8201
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-2.5753
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-2.9834
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-3.534
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-1.0173
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-1.3364
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-1.5612
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.2787
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.4449
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.5001
73	shaded_plantation	0	0	0	0	0	0	1	0	0	0	-0.5949
73	shaded_plantation	0	0	0	0	0	0	1	0	0	0	-0.6967
73	shaded_plantation	0	0	0	0	0	0	1	0	0	0	-0.5508
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.2465
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-2.3026
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.104
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.6896
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-2.317
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.9868
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.0773
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.8245
73	open	0	1	0	0	0	0	0	0	0	0	1.8506
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.1863
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.1651
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.0175
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.1472
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.2668
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.0611
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.0044
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.0612
73	shaded_plantation	0	0	0	0	0	1	0	0	0	0	-0.1492
73	open	0	0	0	0	0	1	0	0	0	0	-1.7186
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.4366
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.5434
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.394
73	open	0	1	0	0	0	0	0	0	0	0	1.3811
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.77
73	secondary	1	0	0	0	0	0	0	0	0	0	-1.7202
73	secondary	1	0	0	0	0	0	0	0	0	0	-1.3066
73	secondary	1	0	0	0	0	0	0	0	0	0	-1.8031
73	secondary	1	0	0	0	0	0	0	0	0	0	-0.8895
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-4.4733
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-4.1264
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-4.4697
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-4.3268
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.6193
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.547
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.4431
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.8944
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-1.6091
73	secondary	1	0	0	0	0	0	0	0	0	0	-0.2545
73	secondary	0	0	0	0	0	0	0	1	0	0	-1.1119
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.6588
73	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-2.1353
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.8643
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.751
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.2465
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.2624
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.858
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.7732
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.831
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.08
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.718
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.1079
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.4624
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	0.315
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-0.6122
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-0.2141
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-0.1148
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.3023
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.0606
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.0606
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.1159
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.5344
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.3888
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.1262
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.3496
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.0009
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.2336
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.2336
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.0426
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.5568
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.7766
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.9228
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.6503
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.6957
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.8109
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.5827
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.8162
73	agriculture	1	0	0	0	0	0	0	0	0	0	-3.4585
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.9526
73	secondary	1	0	0	0	0	0	0	0	0	0	-1.0636
73	agriculture	1	0	0	0	0	0	0	0	0	0	-0.6682
73	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.1595
73	secondary	1	0	0	0	0	0	0	0	0	0	0.5266
73	secondary	1	0	0	0	0	0	0	0	0	0	0.0152
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.675
73	agriculture	0	0	1	0	0	0	0	0	0	0	-2.7555
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.5168
73	agriculture	0	0	1	0	0	0	0	0	0	0	-2.1142
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.675
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-2.1298
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.6695
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.9687
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.2391
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.785
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.6292
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.2678
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.2229
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.5221
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.6478
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.9861
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.669
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.0322
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.5504
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.2564
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.7172
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.4373
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.6074
73	agriculture	0	1	0	0	0	0	0	0	0	0	-0.3251
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.2516
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3633
73	agriculture	0	0	1	0	0	0	0	0	0	0	-2.7614
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.354
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.8462
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.6717
73	agriculture	0	0	1	0	0	0	0	0	0	0	-2.6263
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.5131
73	agriculture	0	0	1	0	0	0	0	0	0	0	-2.0648
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.5782
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.5164
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-2.1767
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.6474
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.935
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.676
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-2.1187
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-1.6397
73	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-2.2452
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.5055
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.3546
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.8313
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.462
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.0014
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.4113
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.6804
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.4854
73	secondary	0	0	1	0	0	0	0	0	0	0	-0.112
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.7452
73	agriculture	0	0	1	0	0	0	0	0	0	0	-1.5135
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.2412
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.8951
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.1562
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.7914
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.9521
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.5228
73	agriculture	0	1	0	0	0	0	0	0	0	0	1.0505
73	agriculture	0	1	0	0	0	0	0	0	0	0	-0.9708
73	agriculture	0	1	0	0	0	0	0	0	0	0	-2.7449
73	agriculture	0	1	0	0	0	0	0	0	0	0	-1.3296
73	agriculture	0	1	0	0	0	0	0	0	0	0	-0.3216
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-1.8513
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.9686
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-1.1661
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	1.4653
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.4761
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-1.997
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-1.0382
73	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-0.2549
73	secondary	0	1	0	0	0	0	0	0	0	0	-1.2218
73	secondary	0	1	0	0	0	0	0	0	0	0	-4.6821
73	secondary	0	1	0	0	0	0	0	0	0	0	-1.2854
73	secondary	0	1	0	0	0	0	0	0	0	0	1.248
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.6931
73	secondary	0	1	0	0	0	0	0	0	0	0	-1.0833
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.8951
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3567
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.1054
73	secondary	0	1	0	0	0	0	0	0	0	0	0.2231
73	secondary	0	1	0	0	0	0	0	0	0	0	0.1398
73	secondary	0	1	0	0	0	0	0	0	0	0	0.7012
73	secondary	0	1	0	0	0	0	0	0	0	0	1.1094
73	secondary	0	1	0	0	0	0	0	0	0	0	1.1475
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3396
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.0296
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.1441
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.4543
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.1787
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3218
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.677
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3305
73	secondary	0	1	0	0	0	0	0	0	0	0	-0.3883
73	secondary	0	0	0	0	0	1	0	0	0	0	-0.2539
73	secondary	0	0	0	0	0	1	0	0	0	0	-0.1507
73	secondary	0	0	0	0	0	1	0	0	0	0	-0.0589
73	secondary	1	0	0	0	0	0	0	0	0	0	0.0961
