Site	Disturbance_Conversion	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	RR
1	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-0.0206
1	shaded_plantation	0	0	1	0	0	0	0	0	0	0	-0.1542
1	agriculture	0	0	1	0	0	0	0	0	0	0	-0.2542
1	agriculture	0	0	1	0	0	0	0	0	0	0	-0.2542
1	agriculture	0	0	1	0	0	0	0	0	0	0	-0.4906
1	agriculture	0	0	1	0	0	0	0	0	0	0	-0.0632
1	agriculture	0	0	1	0	0	0	0	0	0	0	-1.4069
1	agriculture	0	0	1	0	0	0	0	0	0	0	-1.4069
1	agriculture	0	0	1	0	0	0	0	0	0	0	-2.2824
1	pasture	0	0	1	0	0	0	0	0	0	0	-2.2824
1	plantation	0	0	1	0	0	0	0	0	0	0	1.189
1	plantation	0	0	1	0	0	0	0	0	0	0	0.9944
1	agriculture	0	0	1	0	0	0	0	0	0	0	1.3798
1	agriculture	0	0	1	0	0	0	0	0	0	0	1.1851
1	agriculture	0	0	1	0	0	0	0	0	0	0	0.8808
1	agriculture	0	0	1	0	0	0	0	0	0	0	1.7918
1	agriculture	0	0	1	0	0	0	0	0	0	0	0.2296
1	agriculture	0	0	1	0	0	0	0	0	0	0	1.2444
1	agriculture	0	0	1	0	0	0	0	0	0	0	-1.3058
1	pasture	0	0	1	0	0	0	0	0	0	0	0.1099
1	shaded_plantation	0	0	0	0	1	0	0	0	0	0	0.7699
1	shaded_plantation	0	0	0	0	1	0	0	0	0	0	-0.409
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.8187
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.7699
1	agriculture	0	0	0	0	1	0	0	0	0	0	-0.0142
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.5192
1	shaded_plantation	0	0	0	0	1	0	0	0	0	0	-0.0488
1	shaded_plantation	0	0	0	0	1	0	0	0	0	0	-0.1404
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.619
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.2039
1	agriculture	0	0	0	0	1	0	0	0	0	0	0.069
1	agriculture	0	0	0	0	1	0	0	0	0	0	-0.2412
1	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.1201
1	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.0314
1	agriculture	0	1	0	0	0	0	0	0	0	0	0.2689
1	agriculture	0	1	0	0	0	0	0	0	0	0	-0.6313
1	agriculture	0	1	0	0	0	0	0	0	0	0	-0.1245
1	agriculture	0	1	0	0	0	0	0	0	0	0	-0.2258
1	pasture	0	1	0	0	0	0	0	0	0	0	-0.6721
1	shaded_plantation	0	1	0	0	0	0	0	0	0	0	0.1322
1	shaded_plantation	0	1	0	0	0	0	0	0	0	0	-1.5259
1	agriculture	0	1	0	0	0	0	0	0	0	0	-0.1745
1	agriculture	0	1	0	0	0	0	0	0	0	0	-1.1585
1	agriculture	0	1	0	0	0	0	0	0	0	0	-1.5151
1	agriculture	0	1	0	0	0	0	0	0	0	0	-0.3365
1	pasture	0	1	0	0	0	0	0	0	0	0	-0.4529
2	secondary	0	0	0	0	0	0	0	0	1	0	0.184
2	shaded_plantation	0	0	0	0	0	0	0	0	1	0	0.2007
2	secondary	0	0	0	0	0	1	0	0	0	0	-0.2183
2	shaded_plantation	0	0	0	0	0	1	0	0	0	0	0.3448
2	secondary	0	0	0	0	0	0	0	1	0	0	-0.5596
2	shaded_plantation	0	0	0	0	0	0	0	1	0	0	-0.1542
2	secondary	1	0	0	0	0	0	0	0	0	0	-0.47
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.47
2	secondary	1	0	0	0	0	0	0	0	0	0	0.4595
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.7918
2	secondary	1	0	0	0	0	0	0	0	0	0	0.7538
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.3863
2	secondary	1	0	0	0	0	0	0	0	0	0	-0.0953
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.2007
2	secondary	1	0	0	0	0	0	0	0	0	0	0.0351
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-1.5404
2	secondary	1	0	0	0	0	0	0	0	0	0	0.5978
2	shaded_plantation	1	0	0	0	0	0	0	0	0	0	-0.452
3	secondary	0	0	0	0	0	0	0	0	1	0	-1.5706
3	secondary	0	0	0	0	0	0	0	0	1	0	-0.2207
3	secondary	0	0	0	0	0	0	0	1	0	0	0.632
3	secondary	0	0	0	0	0	0	0	1	0	0	0.6138
3	secondary	0	1	0	0	0	0	0	0	0	0	-0.9619
3	secondary	0	1	0	0	0	0	0	0	0	0	-0.1659
3	secondary	0	1	0	0	0	0	0	0	0	0	0.1559
3	secondary	0	1	0	0	0	0	0	0	0	0	-0.2512
3	secondary	0	1	0	0	0	0	0	0	0	0	-1.5435
3	secondary	0	1	0	0	0	0	0	0	0	0	-0.0183
4	secondary	0	1	0	0	0	0	0	0	0	0	0.47
4	secondary	0	1	0	0	0	0	0	0	0	0	-0.08
4	secondary	0	1	0	0	0	0	0	0	0	0	0.6931
4	secondary	0	1	0	0	0	0	0	0	0	0	0.4055
4	secondary	0	1	0	0	0	0	0	0	0	0	0.7885
4	secondary	0	1	0	0	0	0	0	0	0	0	0.0953
4	secondary	0	1	0	0	0	0	0	0	0	0	1.4816
4	secondary	0	1	0	0	0	0	0	0	0	0	1.2528
4	secondary	1	0	0	0	0	0	0	0	0	0	0.3365
4	secondary	1	0	0	0	0	0	0	0	0	0	0.3365
4	secondary	1	0	0	0	0	0	0	0	0	0	1.7918
4	secondary	1	0	0	0	0	0	0	0	0	0	0.3365
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.3228
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.5596
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.1654
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.151
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.1415
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.2833
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.0715
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.5596
5	secondary	0	0	1	0	0	0	0	0	0	0	0.2448
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.0083
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.072
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.1003
5	secondary	0	0	1	0	0	0	0	0	0	0	0.0339
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.2368
5	secondary	0	0	1	0	0	0	0	0	0	0	0.1863
5	secondary	0	0	1	0	0	0	0	0	0	0	0.0324
5	secondary	0	0	1	0	0	0	0	0	0	0	0.1482
5	secondary	0	0	1	0	0	0	0	0	0	0	0.026
5	secondary	0	0	1	0	0	0	0	0	0	0	0.1292
5	secondary	0	0	1	0	0	0	0	0	0	0	-0.2809
5	secondary	0	0	1	0	0	0	0	0	0	0	0.3922
5	secondary	0	0	1	0	0	0	0	0	0	0	0.0163
5	secondary	0	0	1	0	0	0	0	0	0	0	0.1239
5	secondary	0	0	1	0	0	0	0	0	0	0	0.0228
6	secondary	1	0	0	0	0	0	0	0	0	0	-1.3863
6	secondary	1	0	0	0	0	0	0	0	0	0	-3.4012
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.9651
6	secondary	1	0	0	0	0	0	0	0	0	0	-1.3863
6	secondary	1	0	0	0	0	0	0	0	0	0	-2.7081
6	secondary	1	0	0	0	0	0	0	0	0	0	-1.135
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.6931
6	secondary	1	0	0	0	0	0	0	0	0	0	0.1464
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.8199
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.2877
6	secondary	1	0	0	0	0	0	0	0	0	0	0.4759
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.4055
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.2877
6	secondary	1	0	0	0	0	0	0	0	0	0	0.5664
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.4144
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.2877
6	secondary	1	0	0	0	0	0	0	0	0	0	0.3433
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.379
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.2877
6	secondary	1	0	0	0	0	0	0	0	0	0	0.0645
6	secondary	1	0	0	0	0	0	0	0	0	0	-0.3448
6	secondary	1	0	0	0	0	0	0	0	0	0	0.08
6	secondary	1	0	0	0	0	0	0	0	0	0	0.1418
6	secondary	1	0	0	0	0	0	0	0	0	0	0.0745
7	secondary	0	0	0	0	1	0	0	0	0	0	-0.1178
8	secondary	0	0	0	1	0	0	0	0	0	0	0.0556
8	secondary	0	0	0	1	0	0	0	0	0	0	0.2513
8	secondary	0	0	0	1	0	0	0	0	0	0	-0.6539
8	secondary	0	0	0	1	0	0	0	0	0	0	-0.1508
8	secondary	0	0	0	1	0	0	0	0	0	0	-0.247
8	secondary	0	0	0	1	0	0	0	0	0	0	0.1394
8	secondary	0	0	0	1	0	0	0	0	0	0	0.1176
8	secondary	0	0	0	1	0	0	0	0	0	0	0.1453
8	secondary	0	0	0	1	0	0	0	0	0	0	0.078
8	secondary	0	0	0	1	0	0	0	0	0	0	-0.0927
8	secondary	0	0	0	1	0	0	0	0	0	0	-0.0572
8	secondary	0	0	0	1	0	0	0	0	0	0	0.0144
9	secondary	0	1	0	0	0	0	0	0	0	0	0.1349
9	secondary	0	1	0	0	0	0	0	0	0	0	-0.4708
9	secondary	0	1	0	0	0	0	0	0	0	0	0.2053
9	secondary	0	1	0	0	0	0	0	0	0	0	-0.1329
9	secondary	0	1	0	0	0	0	0	0	0	0	0.2747
10	secondary	0	1	0	0	0	0	0	0	0	0	1.0521
10	secondary	0	1	0	0	0	0	0	0	0	0	2.0477
10	secondary	0	1	0	0	0	0	0	0	0	0	-0.6286
10	pasture	0	1	0	0	0	0	0	0	0	0	0.4353
10	pasture	0	1	0	0	0	0	0	0	0	0	1.0116
10	pasture	0	1	0	0	0	0	0	0	0	0	-1.3218
10	secondary	0	1	0	0	0	0	0	0	0	0	-1.0116
10	secondary	1	0	0	0	0	0	0	0	0	0	-0.4055
10	secondary	1	0	0	0	0	0	0	0	0	0	-0.6466
10	pasture	0	1	0	0	0	0	0	0	0	0	-0.7885
10	pasture	1	0	0	0	0	0	0	0	0	0	-1.1314
10	pasture	1	0	0	0	0	0	0	0	0	0	-1.3398
11	secondary	0	1	0	0	0	0	0	0	0	0	1.9566
11	secondary	0	1	0	0	0	0	0	0	0	0	0.6774
11	secondary	0	1	0	0	0	0	0	0	0	0	0.008
11	secondary	0	1	0	0	0	0	0	0	0	0	-0.1446
11	secondary	0	1	0	0	0	0	0	0	0	0	0.0953
12	secondary	1	0	0	0	0	0	0	0	0	0	0.1375
12	secondary	1	0	0	0	0	0	0	0	0	0	0.1111
12	secondary	1	0	0	0	0	0	0	0	0	0	-0.0809
12	secondary	1	0	0	0	0	0	0	0	0	0	-0.2319
12	secondary	1	0	0	0	0	0	0	0	0	0	0.1277
12	secondary	1	0	0	0	0	0	0	0	0	0	0.0324
13	secondary	1	0	0	0	0	0	0	0	0	0	-0.5754
13	secondary	1	0	0	0	0	0	0	0	0	0	-0.47
13	secondary	1	0	0	0	0	0	0	0	0	0	-0.5754
13	secondary	1	0	0	0	0	0	0	0	0	0	-1.5581
13	secondary	1	0	0	0	0	0	0	0	0	0	-1.4404
13	secondary	1	0	0	0	0	0	0	0	0	0	-1.8458
13	secondary	1	0	0	0	0	0	0	0	0	0	1.8971
13	secondary	1	0	0	0	0	0	0	0	0	0	1.2993
13	secondary	1	0	0	0	0	0	0	0	0	0	1.204
13	secondary	1	0	0	0	0	0	0	0	0	0	2.1972
13	secondary	1	0	0	0	0	0	0	0	0	0	1.6094
13	secondary	1	0	0	0	0	0	0	0	0	0	1.2528
13	secondary	0	1	0	0	0	0	0	0	0	0	-2.9957
13	secondary	0	1	0	0	0	0	0	0	0	0	-2.8134
13	secondary	0	1	0	0	0	0	0	0	0	0	-1.8971
13	secondary	0	1	0	0	0	0	0	0	0	0	-1.4469
13	secondary	0	1	0	0	0	0	0	0	0	0	-1.7346
13	secondary	0	1	0	0	0	0	0	0	0	0	-1.0415
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.6931
14	secondary	0	1	0	0	0	0	0	0	0	0	0.1542
14	open	0	1	0	0	0	0	0	0	0	0	-0.1335
14	open	0	1	0	0	0	0	0	0	0	0	0
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.2336
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.6837
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.0703
14	secondary	0	1	0	0	0	0	0	0	0	0	0.2782
14	secondary	0	1	0	0	0	0	0	0	0	0	0.5452
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.2089
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.087
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.2365
14	secondary	0	1	0	0	0	0	0	0	0	0	0.0969
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.2559
14	secondary	0	1	0	0	0	0	0	0	0	0	0.2063
14	secondary	0	1	0	0	0	0	0	0	0	0	-0.6311
15	secondary	0	0	1	0	0	0	0	0	0	0	-1.1701
15	secondary	0	0	1	0	0	0	0	0	0	0	-0.2782
15	secondary	0	0	1	0	0	0	0	0	0	0	-1.8062
15	secondary	0	0	1	0	0	0	0	0	0	0	-0.2464
15	secondary	0	0	1	0	0	0	0	0	0	0	0.2587
15	secondary	0	0	1	0	0	0	0	0	0	0	-0.8342
16	secondary	0	0	1	0	0	0	0	0	0	0	0.2291
16	secondary	0	0	1	0	0	0	0	0	0	0	0.1628
16	secondary	0	0	1	0	0	0	0	0	0	0	0.2426
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0725
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0509
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0741
16	secondary	0	0	1	0	0	0	0	0	0	0	0.045
16	secondary	0	0	1	0	0	0	0	0	0	0	0.1342
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.1971
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0075
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.1573
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.0084
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0792
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.1036
16	secondary	0	0	1	0	0	0	0	0	0	0	0.2364
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.0324
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.1394
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.123
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0792
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.3291
16	secondary	0	0	1	0	0	0	0	0	0	0	0.7162
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.0901
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.1682
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.3342
16	secondary	0	0	1	0	0	0	0	0	0	0	0.0186
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.3717
16	secondary	0	0	1	0	0	0	0	0	0	0	0.4027
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.0555
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.107
16	secondary	0	0	1	0	0	0	0	0	0	0	-0.2515
17	secondary	0	0	0	1	0	0	0	0	0	0	-0.3567
17	secondary	0	0	0	1	0	0	0	0	0	0	0.1088
17	secondary	0	0	0	1	0	0	0	0	0	0	-0.5235
17	secondary	0	0	0	1	0	0	0	0	0	0	-1.204
17	secondary	0	0	0	1	0	0	0	0	0	0	-2.8565
17	secondary	0	0	0	1	0	0	0	0	0	0	0.0821
18	secondary	0	1	0	0	0	0	0	0	0	0	-0.2545
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.5371
19	secondary	0	1	0	0	0	0	0	0	0	0	0.6653
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.8582
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.0356
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.6523
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.4254
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.3735
19	secondary	0	1	0	0	0	0	0	0	0	0	1.0861
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.8796
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.0081
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.1823
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.5167
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.5596
19	secondary	0	1	0	0	0	0	0	0	0	0	0.4566
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.8029
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.0135
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.6931
19	secondary	0	1	0	0	0	0	0	0	0	0	-0.3479
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.9651
20	secondary	1	0	0	0	0	0	0	0	0	0	0.6765
20	secondary	1	0	0	0	0	0	0	0	0	0	-1.3719
20	secondary	1	0	0	0	0	0	0	0	0	0	-3.0603
20	secondary	1	0	0	0	0	0	0	0	0	0	NA
20	secondary	1	0	0	0	0	0	0	0	0	0	-1.3499
20	secondary	1	0	0	0	0	0	0	0	0	0	0
20	secondary	1	0	0	0	0	0	0	0	0	0	0.1862
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.065
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.2076
20	secondary	1	0	0	0	0	0	0	0	0	0	-2.3728
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.5337
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.0241
20	secondary	1	0	0	0	0	0	0	0	0	0	0.137
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.0806
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.0645
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.9865
20	secondary	1	0	0	0	0	0	0	0	0	0	-0.164
21	secondary	0	0	0	0	0	0	0	1	0	0	-0.7589
21	secondary	0	0	0	0	0	0	0	1	0	0	-1.2787
21	secondary	0	0	0	0	0	0	0	1	0	0	-0.4572
21	secondary	0	0	0	0	0	1	0	0	0	0	-0.6196
21	secondary	0	0	0	0	0	1	0	0	0	0	-0.4532
21	secondary	0	0	0	0	0	1	0	0	0	0	-0.1857
21	secondary	0	0	0	0	0	0	0	0	0	1	-0.588
21	secondary	0	0	0	0	0	0	0	0	0	1	-0.3724
21	secondary	0	0	0	0	0	0	0	0	0	1	-0.1074
21	secondary	1	0	0	0	0	0	0	0	0	0	-1.3863
21	secondary	1	0	0	0	0	0	0	0	0	0	-0.2877
21	secondary	1	0	0	0	0	0	0	0	0	0	-0.1335
21	secondary	0	0	0	0	0	0	0	1	0	0	0.0967
21	secondary	0	0	0	0	0	0	0	1	0	0	-0.0127
21	secondary	0	0	0	0	0	1	0	0	0	0	-0.0748
21	secondary	0	0	0	0	0	1	0	0	0	0	-0.328
21	secondary	0	0	0	0	0	0	0	0	0	1	0.0153
21	secondary	0	0	0	0	0	0	0	0	0	1	0.1531
21	secondary	1	0	0	0	0	0	0	0	0	0	0.4055
21	secondary	1	0	0	0	0	0	0	0	0	0	1.0561
21	pasture	0	0	0	0	0	0	0	1	0	0	-6.6724
21	pasture	0	0	0	0	0	1	0	0	0	0	-9.3759
21	pasture	0	0	0	0	0	0	0	0	0	1	-2.1433
21	pasture	1	0	0	0	0	0	0	0	0	0	NA
21	pasture	0	0	0	0	0	0	0	1	0	0	-6.6724
21	pasture	0	0	0	0	0	1	0	0	0	0	-9.3759
21	pasture	0	0	0	0	0	0	0	0	0	1	-2.1433
21	pasture	1	0	0	0	0	0	0	0	0	0	NA
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.4274
22	secondary	0	1	0	0	0	0	0	0	0	0	-2.1223
22	secondary	0	1	0	0	0	0	0	0	0	0	0.077
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.4613
22	secondary	0	1	0	0	0	0	0	0	0	0	-1.0296
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.316
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.3023
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.4853
22	secondary	0	1	0	0	0	0	0	0	0	0	-0.2475
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.8676
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.3035
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1147
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.811
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.811
23	secondary	0	1	0	0	0	0	0	0	0	0	0.0013
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.2439
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.9504
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0457
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.0136
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.8714
23	secondary	0	1	0	0	0	0	0	0	0	0	0.4453
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.8294
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.9272
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.234
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.6736
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.38
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1831
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.07
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.8607
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0445
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.5306
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.4557
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0676
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.3117
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.1165
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0841
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0475
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0116
23	secondary	0	1	0	0	0	0	0	0	0	0	0.0559
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0116
23	pasture	0	1	0	0	0	0	0	0	0	0	0.6499
23	pasture	0	1	0	0	0	0	0	0	0	0	-1.3863
23	pasture	0	1	0	0	0	0	0	0	0	0	-0.7282
23	pasture	0	1	0	0	0	0	0	0	0	0	-1.1766
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.6381
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.7491
23	secondary	0	1	0	0	0	0	0	0	0	0	-1.7473
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1103
23	secondary	0	1	0	0	0	0	0	0	0	0	0.9173
23	secondary	0	1	0	0	0	0	0	0	0	0	1.1487
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1911
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2451
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.4274
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1335
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.47
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.5754
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1151
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2877
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.6098
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1892
23	secondary	0	1	0	0	0	0	0	0	0	0	0.0984
23	secondary	0	1	0	0	0	0	0	0	0	0	0.0984
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1358
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3468
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.7298
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3132
23	secondary	0	1	0	0	0	0	0	0	0	0	0.1419
23	secondary	0	1	0	0	0	0	0	0	0	0	0.1736
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2037
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3495
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.6525
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2549
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3687
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3687
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1169
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2146
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.3816
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1054
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2025
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1823
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2394
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.403
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.5547
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1028
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1407
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2682
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.0986
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.1624
23	secondary	0	1	0	0	0	0	0	0	0	0	-0.2481
24	secondary	1	0	0	0	0	0	0	0	0	0	-2.1595
24	secondary	1	0	0	0	0	0	0	0	0	0	0.6125
24	secondary	1	0	0	0	0	0	0	0	0	0	-1.2335
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.912
24	secondary	1	0	0	0	0	0	0	0	0	0	0.25
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.6457
24	secondary	1	0	0	0	0	0	0	0	0	0	-1.0986
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.1282
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.611
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.42
24	secondary	1	0	0	0	0	0	0	0	0	0	0.5582
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.4422
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.8023
24	secondary	1	0	0	0	0	0	0	0	0	0	0.3739
24	secondary	1	0	0	0	0	0	0	0	0	0	0.2016
24	secondary	1	0	0	0	0	0	0	0	0	0	-1.7346
24	secondary	1	0	0	0	0	0	0	0	0	0	0.1666
24	secondary	1	0	0	0	0	0	0	0	0	0	-2.4007
24	secondary	1	0	0	0	0	0	0	0	0	0	-1.5902
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.2683
24	secondary	1	0	0	0	0	0	0	0	0	0	0.6306
24	secondary	1	0	0	0	0	0	0	0	0	0	-0.1073
24	secondary	1	0	0	0	0	0	0	0	0	0	0.3957
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.2606
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.4558
25	secondary	0	1	0	0	0	0	0	0	0	0	-2.0513
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.181
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.6648
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.3982
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.8877
25	secondary	0	1	0	0	0	0	0	0	0	0	-0.4974
25	secondary	0	1	0	0	0	0	0	0	0	0	-1.2685
25	secondary	0	1	0	0	0	0	0	0	0	0	-1.2993
